concept_id,found_from,concept_name,domain_id,vocabulary_id,standard_concept,include,prev
36519333,From initial search,"Solitary fibrous tumor, malignant of prostate gland",Condition,ICDO3,standard,n,n
36536835,From initial search,"Malignant peripheral nerve sheath tumor, NOS, of prostate gland",Condition,ICDO3,standard,n,n
36522940,From descendants,Malignant fibrous histiocytoma of prostate gland,Condition,ICDO3,standard,n,n
36525240,From descendants,"Rhabdoid tumor, NOS, of prostate gland",Condition,ICDO3,standard,n,n
42511841,From descendants,"Extra-adrenal paraganglioma, NOS, of prostate gland",Condition,ICDO3,standard,n,n
42512377,From descendants,"Paget disease, extramammary of prostate gland",Condition,ICDO3,standard,n,n
44501544,From descendants,"Hemangiopericytoma, malignant of prostate gland",Condition,ICDO3,standard,n,n
4283738,From descendants,Malignant tumor involving prostate by direct extension from bladder,Condition,SNOMED,standard,n,n
36540985,From descendants,"Choriocarcinoma, NOS, of prostate gland",Condition,ICDO3,standard,n,n
36544648,From descendants,"Yolk sac tumor, NOS, of prostate gland",Condition,ICDO3,standard,n,n
36547431,From descendants,"Seminoma, NOS, of prostate gland",Condition,ICDO3,standard,n,n
36554563,From descendants,Teratocarcinoma of prostate gland,Condition,ICDO3,standard,n,n
43531388,From initial search,Educated about screening for malignant neoplasm of prostate,Observation,SNOMED,standard,n,n
200962,From initial search,Primary malignant neoplasm of prostate,Condition,SNOMED,standard,y,y
36712762,From initial search,Recurrent malignant neoplasm of prostate,Condition,SNOMED,standard,n,y
44502000,From initial search,"Neoplasm, malignant of prostate gland",Condition,ICDO3,standard,y,y
4163261,From initial search,Malignant tumor of prostate,Condition,SNOMED,standard,y,y
4200890,From initial search,Local recurrence of malignant tumor of prostate,Condition,SNOMED,standard,n,y
4082919,From descendants,Endometrioid carcinoma of prostate,Condition,SNOMED,standard,y,y
4116087,From descendants,Carcinoma of prostate,Condition,SNOMED,standard,y,y
4161028,From descendants,Adenocarcinoma of prostate,Condition,SNOMED,standard,y,y
36517801,From descendants,Superficial spreading adenocarcinoma of prostate gland,Condition,ICDO3,standard,y,y
36519069,From descendants,Schneiderian carcinoma of prostate gland,Condition,ICDO3,standard,y,y
36519743,From descendants,Adenocarcinoma in tubulovillous adenoma of prostate gland,Condition,ICDO3,standard,y,y
36520216,From descendants,Cloacogenic carcinoma of prostate gland,Condition,ICDO3,standard,y,y
36520903,From descendants,Adenocarcinoma with cartilaginous and osseous metaplasia of prostate gland,Condition,ICDO3,standard,y,y
36528487,From descendants,Basaloid carcinoma of prostate gland,Condition,ICDO3,standard,y,y
36529044,From descendants,"Papillary carcinoma, NOS, of prostate gland",Condition,ICDO3,standard,y,y
36533689,From descendants,Pleomorphic carcinoma of prostate gland,Condition,ICDO3,standard,y,y
36535056,From descendants,Adenocarcinoma with squamous metaplasia of prostate gland,Condition,ICDO3,standard,y,y
36538788,From descendants,Adenocarcinoma in villous adenoma of prostate gland,Condition,ICDO3,standard,y,y
36538823,From descendants,"Epithelioma, malignant of prostate gland",Condition,ICDO3,standard,y,y
36539709,From descendants,"Solid carcinoma, NOS, of prostate gland",Condition,ICDO3,standard,y,y
36540664,From descendants,Adenoid cystic carcinoma of prostate gland,Condition,ICDO3,standard,y,y
36543338,From descendants,Villous adenocarcinoma of prostate gland,Condition,ICDO3,standard,y,y
36543398,From descendants,"Urothelial carcinoma, micropapillary of prostate gland",Condition,ICDO3,standard,y,y
36547882,From descendants,Myoepithelial carcinoma of prostate gland,Condition,ICDO3,standard,y,y
36550618,From descendants,Scirrhous adenocarcinoma of prostate gland,Condition,ICDO3,standard,y,y
36550817,From descendants,Alveolar adenocarcinoma of prostate gland,Condition,ICDO3,standard,y,y
36551411,From descendants,Oxyphilic adenocarcinoma of prostate gland,Condition,ICDO3,standard,y,y
36552560,From descendants,Adenocarcinoma with apocrine metaplasia of prostate gland,Condition,ICDO3,standard,y,y
36553778,From descendants,"Verrucous carcinoma, NOS, of prostate gland",Condition,ICDO3,standard,y,y
36554139,From descendants,Tubular adenocarcinoma of prostate gland,Condition,ICDO3,standard,y,y
36555690,From descendants,Epithelial-myoepithelial carcinoma of prostate gland,Condition,ICDO3,standard,y,y
36556099,From descendants,"Metaplastic carcinoma, NOS, of prostate gland",Condition,ICDO3,standard,y,y
36563396,From descendants,Lymphoepithelial carcinoma of prostate gland,Condition,ICDO3,standard,y,y
36564577,From descendants,"Duct carcinoma, desmoplastic type of prostate gland",Condition,ICDO3,standard,y,y
36566340,From descendants,"Medullary carcinoma, NOS, of prostate gland",Condition,ICDO3,standard,y,y
36566722,From descendants,"Carcinoma, anaplastic, NOS, of prostate gland",Condition,ICDO3,standard,y,y
37016740,From descendants,Prostate cancer metastatic to bone,Condition,SNOMED,standard,n,y
37311236,From descendants,Infiltrating duct carcinoma of prostate,Condition,SNOMED,standard,y,y
42512260,From descendants,Sebaceous carcinoma of prostate gland,Condition,ICDO3,standard,y,y
42512655,From descendants,Mixed acinar-ductal carcinoma of prostate gland,Condition,ICDO3,standard,y,y
44499514,From descendants,"Infiltrating duct carcinoma, NOS, of prostate gland",Condition,ICDO3,standard,y,y
44499641,From descendants,"Papillary adenocarcinoma, NOS, of prostate gland",Condition,ICDO3,standard,y,y
44499685,From descendants,"Adenocarcinoma, NOS, of prostate gland",Condition,ICDO3,standard,y,y
44499712,From descendants,"Carcinoma, undifferentiated, NOS, of prostate gland",Condition,ICDO3,standard,y,y
44499734,From descendants,Papillary urothelial carcinoma of prostate gland,Condition,ICDO3,standard,y,y
44500595,From descendants,Adenocarcinoma with mixed subtypes of prostate gland,Condition,ICDO3,standard,y,y
44501350,From descendants,Mucinous adenocarcinoma of prostate gland,Condition,ICDO3,standard,y,y
44501528,From descendants,Mucin-producing adenocarcinoma of prostate gland,Condition,ICDO3,standard,y,y
44503133,From descendants,"Carcinoma, NOS, of prostate gland",Condition,ICDO3,standard,y,y
44503145,From descendants,"Cribriform carcinoma, NOS, of prostate gland",Condition,ICDO3,standard,y,y
44503555,From descendants,Intraductal papillary adenocarcinoma with invasion of prostate gland,Condition,ICDO3,standard,y,y
44503558,From descendants,Adenosquamous carcinoma of prostate gland,Condition,ICDO3,standard,y,y
764971,From descendants,Prostate cancer metastatic to eye,Condition,SNOMED,standard,n,y
4141960,From descendants,Hormone refractory prostate cancer,Condition,SNOMED,standard,y,y
36684947,From descendants,Metastatic castration-resistant prostate cancer,Condition,SNOMED,standard,y,y
36716186,From descendants,Hormone sensitive prostate cancer,Condition,SNOMED,standard,y,y
37395835,From descendants,Familial prostate cancer,Condition,SNOMED,standard,y,y
608748,From initial search,Percentage of primary malignant neoplasm of prostate in resected prostate specimen,Observation,SNOMED,standard,y,y
618650,From initial search,Presence of direct invasion by primary malignant neoplasm of prostate to neck of male bladder,Observation,SNOMED,standard,y,y
619810,From initial search,Histologic type of primary malignant neoplasm of prostate,Observation,SNOMED,standard,y,y
4297952,From initial search,Presence of direct invasion by primary malignant neoplasm of prostate to periprostatic tissue,Observation,SNOMED,standard,y,y
3181293,From initial search,Histologic type of primary malignant neoplasm of prostate,Observation,Nebraska Lexicon,standard,y,y
602144,From initial search,Presence of direct invasion by primary malignant neoplasm of prostate to seminal vesicle,Observation,SNOMED,standard,y,y
602258,From initial search,Anatomic location directly invaded by primary malignant neoplasm of prostate,Observation,SNOMED,standard,n,n
602259,From initial search,Gleason pattern of primary malignant neoplasm of prostate at surgical margin of prostatectomy specimen,Observation,SNOMED,standard,y,y
602269,From initial search,Histologic grade of primary malignant neoplasm of prostate by International Society of Urological Pathology technique,Observation,SNOMED,standard,y,y
44502035,From orphan,Acinar cell carcinoma of prostate gland,Condition,ICDO3,standard,y,y
4196262,From orphan,Metastasis from malignant tumor of prostate,Condition,SNOMED,standard,n,y
