concept_id,found_from,concept_name,domain_id,vocabulary_id,standard_concept,include,prev
36403034,From descendants,"Apocrine adenocarcinoma in situ (C44._) of breast, NOS",Condition,ICDO3,standard,n,n
36402992,From descendants,Apocrine adenocarcinoma in situ (C44._) of lower-inner quadrant of breast,Condition,ICDO3,standard,n,n
36403054,From descendants,Apocrine adenocarcinoma in situ (C44._) of lower-outer quadrant of breast,Condition,ICDO3,standard,n,n
36403041,From descendants,Apocrine adenocarcinoma in situ (C44._) of overlapping lesion of breast,Condition,ICDO3,standard,n,n
36403043,From descendants,Apocrine adenocarcinoma in situ (C44._) of upper-outer quadrant of breast,Condition,ICDO3,standard,n,n
3184935,From initial search,Architectural pattern of ductal carcinoma in situ in malignant neoplasm of breast,Observation,Nebraska Lexicon,standard,n,n
3655725,From initial search,At increased risk of malignant neoplasm of breast,Condition,SNOMED,standard,n,n
4116234,From descendants,"Carcinoma of bone, connective tissue, skin and breast",Condition,SNOMED,standard,n,n
44504604,From descendants,"Carcinoma, NOS, of abdominal esophagus",Condition,ICDO3,standard,n,n
44504869,From descendants,"Carcinoma, NOS, of accessory sinus, NOS",Condition,ICDO3,standard,n,n
44500572,From descendants,"Carcinoma, NOS, of adrenal gland, NOS",Condition,ICDO3,standard,n,n
44503878,From descendants,"Carcinoma, NOS, of ampulla of Vater",Condition,ICDO3,standard,n,n
44503384,From descendants,"Carcinoma, NOS, of anal canal",Condition,ICDO3,standard,n,n
36553469,From descendants,"Carcinoma, NOS, of anterior 2/3 of tongue, NOS",Condition,ICDO3,standard,n,n
44504052,From descendants,"Carcinoma, NOS, of anterior floor of mouth",Condition,ICDO3,standard,n,n
44500630,From descendants,"Carcinoma, NOS, of anterior mediastinum",Condition,ICDO3,standard,n,n
36536177,From descendants,"Carcinoma, NOS, of anterior surface of epiglottis",Condition,ICDO3,standard,n,n
36518900,From descendants,"Carcinoma, NOS, of anterior wall of bladder",Condition,ICDO3,standard,n,n
36530379,From descendants,"Carcinoma, NOS, of anterior wall of nasopharynx",Condition,ICDO3,standard,n,n
44500708,From descendants,"Carcinoma, NOS, of anus, NOS",Condition,ICDO3,standard,n,n
36536564,From descendants,"Carcinoma, NOS, of aortic body and other paraganglia",Condition,ICDO3,standard,n,n
36527452,From descendants,"Carcinoma, NOS, of appendix",Condition,ICDO3,standard,n,n
44504349,From descendants,"Carcinoma, NOS, of ascending colon",Condition,ICDO3,standard,n,n
44503983,From descendants,"Carcinoma, NOS, of base of tongue, NOS",Condition,ICDO3,standard,n,n
36526728,From descendants,"Carcinoma, NOS, of billiary tract, NOS",Condition,ICDO3,standard,n,n
36522185,From descendants,"Carcinoma, NOS, of bladder neck",Condition,ICDO3,standard,n,n
44505765,From descendants,"Carcinoma, NOS, of bladder, NOS",Condition,ICDO3,standard,n,n
44503909,From descendants,"Carcinoma, NOS, of body of pancreas",Condition,ICDO3,standard,n,n
36533435,From descendants,"Carcinoma, NOS, of body of penis",Condition,ICDO3,standard,n,n
44504180,From descendants,"Carcinoma, NOS, of body of stomach",Condition,ICDO3,standard,n,n
42512511,From descendants,"Carcinoma, NOS, of bone of limb, NOS",Condition,ICDO3,standard,n,n
36545377,From descendants,"Carcinoma, NOS, of border of tongue",Condition,ICDO3,standard,n,n
36520086,From descendants,"Carcinoma, NOS, of branchial cleft",Condition,ICDO3,standard,n,n
36532470,From descendants,"Carcinoma, NOS, of broad ligament",Condition,ICDO3,standard,n,n
44504168,From descendants,"Carcinoma, NOS, of cardia, NOS",Condition,ICDO3,standard,n,n
36550998,From descendants,"Carcinoma, NOS, of carotid body",Condition,ICDO3,standard,n,n
44504336,From descendants,"Carcinoma, NOS, of cecum",Condition,ICDO3,standard,n,n
44504592,From descendants,"Carcinoma, NOS, of cervical esophagus",Condition,ICDO3,standard,n,n
44504306,From descendants,"Carcinoma, NOS, of cervix uteri",Condition,ICDO3,standard,n,n
36539484,From descendants,"Carcinoma, NOS, of cheeck mucosa",Condition,ICDO3,standard,n,n
36522645,From descendants,"Carcinoma, NOS, of choroid",Condition,ICDO3,standard,n,n
36567160,From descendants,"Carcinoma, NOS, of ciliary body",Condition,ICDO3,standard,n,n
36527138,From descendants,"Carcinoma, NOS, of clitorus",Condition,ICDO3,standard,n,n
36529955,From descendants,"Carcinoma, NOS, of cloacogenic zone",Condition,ICDO3,standard,n,n
44504386,From descendants,"Carcinoma, NOS, of colon, NOS",Condition,ICDO3,standard,n,n
44503962,From descendants,"Carcinoma, NOS, of commissure of lip",Condition,ICDO3,standard,n,n
36527936,From descendants,"Carcinoma, NOS, of conjunctiva",Condition,ICDO3,standard,n,n
42512911,From descendants,"Carcinoma, NOS, of connective, Subcutaneous and other soft tissues of abdomen",Condition,ICDO3,standard,n,n
42512623,From descendants,"Carcinoma, NOS, of connective, Subcutaneous and other soft tissues of head, face, and neck",Condition,ICDO3,standard,n,n
42511760,From descendants,"Carcinoma, NOS, of connective, Subcutaneous and other soft tissues of lower limb and hip",Condition,ICDO3,standard,n,n
42511648,From descendants,"Carcinoma, NOS, of connective, Subcutaneous and other soft tissues of pelvis",Condition,ICDO3,standard,n,n
42511646,From descendants,"Carcinoma, NOS, of connective, Subcutaneous and other soft tissues of thorax",Condition,ICDO3,standard,n,n
42512784,From descendants,"Carcinoma, NOS, of connective, Subcutaneous and other soft tissues of trunk, NOS",Condition,ICDO3,standard,n,n
42512078,From descendants,"Carcinoma, NOS, of connective, Subcutaneous and other soft tissues of upper limb and shoulder",Condition,ICDO3,standard,n,n
36520586,From descendants,"Carcinoma, NOS, of cornea, NOS",Condition,ICDO3,standard,n,n
44502212,From descendants,"Carcinoma, NOS, of corpus uteri",Condition,ICDO3,standard,n,n
36532000,From descendants,"Carcinoma, NOS, of cortex of adrenal gland",Condition,ICDO3,standard,n,n
36537822,From descendants,"Carcinoma, NOS, of craniopharyngeal duct",Condition,ICDO3,standard,n,n
36534954,From descendants,"Carcinoma, NOS, of descended testis",Condition,ICDO3,standard,n,n
44504373,From descendants,"Carcinoma, NOS, of descending colon",Condition,ICDO3,standard,n,n
44501177,From descendants,"Carcinoma, NOS, of dome of bladder",Condition,ICDO3,standard,n,n
