"concept_id","found_from","concept_name","domain_id","vocabulary_id","standard_concept"
1635007,"From initial search","IRS-modified TNM stage 2","Measurement","Cancer Modifier","standard"
1633283,"From initial search","Stage L2","Measurement","Cancer Modifier","standard"
1633286,"From initial search","AJCC/UICC post therapy clinical Stage 2B","Measurement","Cancer Modifier","standard"
1633320,"From initial search","AJCC/UICC post therapy clinical Stage 2C","Measurement","Cancer Modifier","standard"
1633325,"From initial search","AJCC/UICC 6th post therapy pathological Stage 2A2","Measurement","Cancer Modifier","standard"
1633342,"From initial search","AJCC/UICC post therapy pathological Stage 2E","Measurement","Cancer Modifier","standard"
1633345,"From initial search","AJCC/UICC 7th clinical Stage 2A","Measurement","Cancer Modifier","standard"
1633357,"From initial search","AJCC/UICC 7th post therapy clinical Stage 2A","Measurement","Cancer Modifier","standard"
1633386,"From initial search","AJCC/UICC 7th pathological Stage 2C","Measurement","Cancer Modifier","standard"
1633391,"From initial search","AJCC/UICC 6th post therapy clinical Stage 2C","Measurement","Cancer Modifier","standard"
1633409,"From initial search","AJCC/UICC 6th post therapy clinical Stage 2B","Measurement","Cancer Modifier","standard"
1633430,"From initial search","AJCC/UICC 8th pathological Stage 2B","Measurement","Cancer Modifier","standard"
1633438,"From initial search","AJCC/UICC 8th post therapy pathological Stage 2E","Measurement","Cancer Modifier","standard"
1633482,"From initial search","AJCC/UICC 6th Stage 2A","Measurement","Cancer Modifier","standard"
1633489,"From initial search","AJCC/UICC clinical Stage 2A2","Measurement","Cancer Modifier","standard"
1633535,"From initial search","AJCC/UICC 7th post therapy clinical Stage 2C","Measurement","Cancer Modifier","standard"
1633567,"From initial search","AJCC/UICC 8th post therapy pathological Stage 2C","Measurement","Cancer Modifier","standard"
1633627,"From initial search","AJCC/UICC 7th Stage 2E","Measurement","Cancer Modifier","standard"
1633702,"From initial search","AJCC/UICC pathological Stage 2","Measurement","Cancer Modifier","standard"
1633751,"From initial search","AJCC/UICC 6th pathological Stage 2","Measurement","Cancer Modifier","standard"
1633753,"From initial search","AJCC/UICC 6th Stage 2","Measurement","Cancer Modifier","standard"
1633756,"From initial search","AJCC/UICC post therapy clinical Stage 2","Measurement","Cancer Modifier","standard"
1633813,"From initial search","AJCC/UICC pathological Stage 2B","Measurement","Cancer Modifier","standard"
1633835,"From initial search","AJCC/UICC 6th clinical Stage 2C","Measurement","Cancer Modifier","standard"
1633841,"From initial search","AJCC/UICC clinical Stage 2","Measurement","Cancer Modifier","standard"
1633859,"From initial search","AJCC/UICC pathological Stage 2C","Measurement","Cancer Modifier","standard"
1633861,"From initial search","AJCC/UICC 7th pathological Stage 2E","Measurement","Cancer Modifier","standard"
1633873,"From initial search","AJCC/UICC 6th pathological Stage 2C","Measurement","Cancer Modifier","standard"
1633907,"From initial search","Stage 2C","Measurement","Cancer Modifier","standard"
1633915,"From initial search","AJCC/UICC 7th pathological Stage 2B","Measurement","Cancer Modifier","standard"
1633928,"From initial search","AJCC/UICC 8th pathological Stage 2E","Measurement","Cancer Modifier","standard"
1634008,"From initial search","AJCC/UICC 6th clinical Stage 2B","Measurement","Cancer Modifier","standard"
1634022,"From initial search","Stage D2","Measurement","Cancer Modifier","standard"
1634028,"From initial search","AJCC/UICC Stage 2B","Measurement","Cancer Modifier","standard"
1634036,"From initial search","AJCC/UICC 8th post therapy pathological Stage 2","Measurement","Cancer Modifier","standard"
1634051,"From initial search","AJCC/UICC 8th pathological Stage 2A2","Measurement","Cancer Modifier","standard"
1634056,"From initial search","AJCC/UICC 8th clinical Stage 2B","Measurement","Cancer Modifier","standard"
1634073,"From initial search","AJCC/UICC 6th post therapy clinical Stage 2A","Measurement","Cancer Modifier","standard"
1634123,"From initial search","AJCC/UICC Stage 2A","Measurement","Cancer Modifier","standard"
1634124,"From initial search","Stage 2S","Measurement","Cancer Modifier","standard"
1634141,"From initial search","AJCC/UICC 8th clinical Stage 2A2","Measurement","Cancer Modifier","standard"
