"concept_id","found_from","concept_name","domain_id","vocabulary_id","standard_concept"
1634737,"From initial search","IRS-modified TNM stage 4","Measurement","Cancer Modifier","standard"
1633270,"From initial search","AJCC/UICC 6th clinical Stage 4C","Measurement","Cancer Modifier","standard"
1633308,"From initial search","AJCC/UICC Stage 4","Measurement","Cancer Modifier","standard"
1633316,"From initial search","AJCC/UICC 8th Stage 4C","Measurement","Cancer Modifier","standard"
1633373,"From initial search","Stage 4S","Measurement","Cancer Modifier","standard"
1633414,"From initial search","AJCC/UICC 7th post therapy clinical Stage 4","Measurement","Cancer Modifier","standard"
1633439,"From initial search","AJCC/UICC Stage 4A","Measurement","Cancer Modifier","standard"
1633523,"From initial search","AJCC/UICC 7th post therapy pathological Stage 4A","Measurement","Cancer Modifier","standard"
1633577,"From initial search","AJCC/UICC pathological Stage 4B","Measurement","Cancer Modifier","standard"
1633600,"From initial search","AJCC/UICC post therapy clinical Stage 4","Measurement","Cancer Modifier","standard"
1633638,"From initial search","AJCC/UICC 7th post therapy clinical Stage 4C","Measurement","Cancer Modifier","standard"
1633649,"From initial search","AJCC/UICC 6th post therapy pathological Stage 4C","Measurement","Cancer Modifier","standard"
1633675,"From initial search","AJCC/UICC Stage 4C","Measurement","Cancer Modifier","standard"
1633697,"From initial search","AJCC/UICC 8th pathological Stage 4","Measurement","Cancer Modifier","standard"
1633748,"From initial search","AJCC/UICC Stage 4B","Measurement","Cancer Modifier","standard"
1633860,"From initial search","AJCC/UICC post therapy pathological Stage 4A","Measurement","Cancer Modifier","standard"
1633902,"From initial search","AJCC/UICC 7th Stage 4","Measurement","Cancer Modifier","standard"
1633922,"From initial search","AJCC/UICC 6th clinical Stage 4B","Measurement","Cancer Modifier","standard"
1633966,"From initial search","AJCC/UICC 6th post therapy clinical Stage 4","Measurement","Cancer Modifier","standard"
1633973,"From initial search","AJCC/UICC post therapy pathological Stage 4B","Measurement","Cancer Modifier","standard"
1633985,"From initial search","AJCC/UICC 7th post therapy clinical Stage 4B","Measurement","Cancer Modifier","standard"
1633987,"From initial search","Stage 4","Measurement","Cancer Modifier","standard"
1634005,"From initial search","AJCC/UICC 8th pathological Stage 4A","Measurement","Cancer Modifier","standard"
1634077,"From initial search","AJCC/UICC post therapy pathological Stage 4","Measurement","Cancer Modifier","standard"
1634090,"From initial search","Masaoka_Koga Stage 4b","Measurement","Cancer Modifier","standard"
1634131,"From initial search","AJCC/UICC 8th Stage 4","Measurement","Cancer Modifier","standard"
1634137,"From initial search","AJCC/UICC 6th post therapy clinical Stage 4B","Measurement","Cancer Modifier","standard"
1634208,"From initial search","AJCC/UICC 6th pathological Stage 4","Measurement","Cancer Modifier","standard"
1634250,"From initial search","AJCC/UICC 7th Stage 4C","Measurement","Cancer Modifier","standard"
1634307,"From initial search","AJCC/UICC 6th clinical Stage 4","Measurement","Cancer Modifier","standard"
1634324,"From initial search","Masaoka_Koga Stage 4","Measurement","Cancer Modifier","standard"
1634330,"From initial search","AJCC/UICC 8th post therapy clinical Stage 4A","Measurement","Cancer Modifier","standard"
1634358,"From initial search","AJCC/UICC 8th post therapy clinical Stage 4","Measurement","Cancer Modifier","standard"
1634367,"From initial search","AJCC/UICC post therapy clinical Stage 4B","Measurement","Cancer Modifier","standard"
1634377,"From initial search","AJCC/UICC 6th Stage 4C","Measurement","Cancer Modifier","standard"
1634447,"From initial search","AJCC/UICC clinical Stage 4","Measurement","Cancer Modifier","standard"
1634451,"From initial search","AJCC/UICC 7th clinical Stage 4A","Measurement","Cancer Modifier","standard"
1634472,"From initial search","AJCC/UICC 7th pathological Stage 4B","Measurement","Cancer Modifier","standard"
1634487,"From initial search","AJCC/UICC 8th pathological Stage 4B","Measurement","Cancer Modifier","standard"
1634488,"From initial search","AJCC/UICC 6th Stage 4B","Measurement","Cancer Modifier","standard"
1634492,"From initial search","AJCC/UICC 7th pathological Stage 4C","Measurement","Cancer Modifier","standard"
1634499,"From initial search","Stage 4B","Measurement","Cancer Modifier","standard"
1634513,"From initial search","AJCC/UICC 7th post therapy pathological Stage 4C","Measurement","Cancer Modifier","standard"
1634525,"From initial search","AJCC/UICC clinical Stage 4B","Measurement","Cancer Modifier","standard"
1634551,"From initial search","AJCC/UICC 8th pathological Stage 4C","Measurement","Cancer Modifier","standard"
1634614,"From initial search","AJCC/UICC 7th clinical Stage 4C","Measurement","Cancer Modifier","standard"
1634648,"From initial search","Stage 4C","Measurement","Cancer Modifier","standard"
1634665,"From initial search","AJCC/UICC 6th post therapy pathological Stage 4A","Measurement","Cancer Modifier","standard"
1634679,"From initial search","AJCC/UICC 6th post therapy clinical Stage 4C","Measurement","Cancer Modifier","standard"
1634688,"From initial search","AJCC/UICC pathological Stage 4","Measurement","Cancer Modifier","standard"
1634692,"From initial search","AJCC/UICC 6th post therapy pathological Stage 4B","Measurement","Cancer Modifier","standard"
1634731,"From initial search","AJCC/UICC 6th pathological Stage 4A","Measurement","Cancer Modifier","standard"
1634733,"From initial search","AJCC/UICC post therapy clinical Stage 4A","Measurement","Cancer Modifier","standard"
1634766,"From initial search","AJCC/UICC 7th clinical Stage 4","Measurement","Cancer Modifier","standard"
1634810,"From initial search","AJCC/UICC 8th clinical Stage 4A","Measurement","Cancer Modifier","standard"
1634831,"From initial search","AJCC/UICC 7th post therapy pathological Stage 4B","Measurement","Cancer Modifier","standard"
1634859,"From initial search","AJCC/UICC 6th post therapy pathological Stage 4","Measurement","Cancer Modifier","standard"
1634908,"From initial search","AJCC/UICC 8th post therapy clinical Stage 4C","Measurement","Cancer Modifier","standard"
1634926,"From initial search","AJCC/UICC 7th post therapy clinical Stage 4A","Measurement","Cancer Modifier","standard"
1635006,"From initial search","AJCC/UICC 8th clinical Stage 4C","Measurement","Cancer Modifier","standard"
1635021,"From initial search","Stage 4A","Measurement","Cancer Modifier","standard"
1635029,"From initial search","AJCC/UICC 8th clinical Stage 4","Measurement","Cancer Modifier","standard"
1635146,"From initial search","AJCC/UICC post therapy clinical Stage 4C","Measurement","Cancer Modifier","standard"
1635230,"From initial search","AJCC/UICC 7th pathological Stage 4","Measurement","Cancer Modifier","standard"
1635232,"From initial search","AJCC/UICC pathological Stage 4A","Measurement","Cancer Modifier","standard"
1635234,"From initial search","AJCC/UICC 7th Stage 4A","Measurement","Cancer Modifier","standard"
1635246,"From initial search","AJCC/UICC 6th post therapy clinical Stage 4A","Measurement","Cancer Modifier","standard"
1635314,"From initial search","AJCC/UICC 8th Stage 4A","Measurement","Cancer Modifier","standard"
1635316,"From initial search","AJCC/UICC 8th post therapy pathological Stage 4","Measurement","Cancer Modifier","standard"
1635323,"From initial search","AJCC/UICC 6th Stage 4","Measurement","Cancer Modifier","standard"
1635337,"From initial search","AJCC/UICC 7th Stage 4B","Measurement","Cancer Modifier","standard"
1635356,"From initial search","AJCC/UICC 7th post therapy pathological Stage 4","Measurement","Cancer Modifier","standard"
1635370,"From initial search","AJCC/UICC 6th pathological Stage 4B","Measurement","Cancer Modifier","standard"
1635404,"From initial search","AJCC/UICC clinical Stage 4C","Measurement","Cancer Modifier","standard"
1635450,"From initial search","AJCC/UICC clinical Stage 4A","Measurement","Cancer Modifier","standard"
1635488,"From initial search","AJCC/UICC 8th post therapy pathological Stage 4B","Measurement","Cancer Modifier","standard"
1635518,"From initial search","AJCC/UICC 8th Stage 4B","Measurement","Cancer Modifier","standard"
1635535,"From initial search","AJCC/UICC 6th clinical Stage 4A","Measurement","Cancer Modifier","standard"
1635567,"From initial search","AJCC/UICC pathological Stage 4C","Measurement","Cancer Modifier","standard"
1635696,"From initial search","AJCC/UICC 8th post therapy clinical Stage 4B","Measurement","Cancer Modifier","standard"
1635708,"From initial search","AJCC/UICC 8th clinical Stage 4B","Measurement","Cancer Modifier","standard"
1635722,"From initial search","Masaoka_Koga Stage 4a","Measurement","Cancer Modifier","standard"
1635745,"From initial search","AJCC/UICC 7th pathological Stage 4A","Measurement","Cancer Modifier","standard"
1635757,"From initial search","AJCC/UICC 7th clinical Stage 4B","Measurement","Cancer Modifier","standard"
1635801,"From initial search","AJCC/UICC post therapy pathological Stage 4C","Measurement","Cancer Modifier","standard"
1635806,"From initial search","AJCC/UICC 6th Stage 4A","Measurement","Cancer Modifier","standard"
1635853,"From initial search","AJCC/UICC 8th post therapy pathological Stage 4C","Measurement","Cancer Modifier","standard"
1635869,"From initial search","AJCC/UICC 8th post therapy pathological Stage 4A","Measurement","Cancer Modifier","standard"
1635893,"From initial search","AJCC/UICC 6th pathological Stage 4C","Measurement","Cancer Modifier","standard"
704985,"From initial search","Metastasis to abdomen","Measurement","Cancer Modifier","standard"
704986,"From initial search","Metastasis to meninges","Measurement","Cancer Modifier","standard"
712644,"From initial search","Metastasis to left kidney","Measurement","Cancer Modifier","standard"
712645,"From initial search","Metastasis to right kidney","Measurement","Cancer Modifier","standard"
712646,"From initial search","Metastasis to left renal pelvis","Measurement","Cancer Modifier","standard"
712647,"From initial search","Metastasis to right renal pelvis","Measurement","Cancer Modifier","standard"
35917129,"From initial search","Size of Metastasis in Lymph Nodes","Measurement","NAACCR","standard"
35225469,"From initial search","Metastasis to anal canal","Measurement","Cancer Modifier","standard"
35225531,"From initial search","Metastasis to pharynx","Measurement","Cancer Modifier","standard"
35225538,"From initial search","Metastasis to false vocal cord","Measurement","Cancer Modifier","standard"
35225539,"From initial search","Metastasis to epicardium","Measurement","Cancer Modifier","standard"
35225540,"From initial search","Metastasis to epididymis","Measurement","Cancer Modifier","standard"
35225541,"From initial search","Metastasis to female breast","Measurement","Cancer Modifier","standard"
35225542,"From initial search","Metastasis to mediastinum","Measurement","Cancer Modifier","standard"
35225543,"From initial search","Metastasis to large intestine","Measurement","Cancer Modifier","standard"
35225544,"From initial search","Metastasis to muscle of pelvis","Measurement","Cancer Modifier","standard"
35225545,"From initial search","Metastasis to phalanx of hand","Measurement","Cancer Modifier","standard"
35225547,"From initial search","Metastasis to mesentery","Measurement","Cancer Modifier","standard"
35225549,"From initial search","Metastasis to pineal gland","Measurement","Cancer Modifier","standard"
35225550,"From initial search","Metastasis to inguinal region","Measurement","Cancer Modifier","standard"
35225551,"From initial search","Metastasis to brain stem","Measurement","Cancer Modifier","standard"
35225552,"From initial search","Metastasis to male breast","Measurement","Cancer Modifier","standard"
35225553,"From initial search","Metastasis to mesocolon","Measurement","Cancer Modifier","standard"
35225554,"From initial search","Metastasis to metacarpal bone","Measurement","Cancer Modifier","standard"
35225555,"From initial search","Metastasis to paraganglion","Measurement","Cancer Modifier","standard"
35225556,"From initial search","Metastasis to breast","Measurement","Cancer Modifier","standard"
35225558,"From initial search","Metastasis to fallopian tube","Measurement","Cancer Modifier","standard"
35225559,"From initial search","Metastasis to abdominal esophagus","Measurement","Cancer Modifier","standard"
35225560,"From initial search","Metastasis to abducens nerve","Measurement","Cancer Modifier","standard"
35225561,"From initial search","Metastasis to accessory nerve","Measurement","Cancer Modifier","standard"
35225562,"From initial search","Metastasis to accessory sinus","Measurement","Cancer Modifier","standard"
35225563,"From initial search","Metastasis to acoustic nerve","Measurement","Cancer Modifier","standard"
35225564,"From initial search","Metastasis to acromion","Measurement","Cancer Modifier","standard"
35225565,"From initial search","Metastasis to adenoid","Measurement","Cancer Modifier","standard"
35225566,"From initial search","Metastasis to adnexa of skin","Measurement","Cancer Modifier","standard"
35225567,"From initial search","Metastasis to adrenal cortex","Measurement","Cancer Modifier","standard"
35225568,"From initial search","Metastasis to adrenal gland","Measurement","Cancer Modifier","standard"
35225569,"From initial search","Metastasis to adrenal medulla","Measurement","Cancer Modifier","standard"
35225570,"From initial search","Metastasis to alveolar ridge mucosa","Measurement","Cancer Modifier","standard"
35225571,"From initial search","Metastasis to ampulla of vater","Measurement","Cancer Modifier","standard"
35225572,"From initial search","Metastasis to anterior aspect of epiglottis","Measurement","Cancer Modifier","standard"
