"concept_id","found_from","concept_name","domain_id","vocabulary_id","standard_concept"
1635812,"From initial search","IRS-modified TNM stage 1","Measurement","Cancer Modifier","standard"
1633290,"From initial search","AJCC/UICC 6th pathological Stage 1B","Measurement","Cancer Modifier","standard"
1633297,"From initial search","AJCC/UICC 8th post therapy clinical Stage 1A1","Measurement","Cancer Modifier","standard"
1633306,"From initial search","AJCC/UICC Stage 1","Measurement","Cancer Modifier","standard"
1633310,"From initial search","AJCC/UICC 6th post therapy pathological Stage 1A1","Measurement","Cancer Modifier","standard"
1633321,"From initial search","AJCC/UICC 7th clinical Stage 1E","Measurement","Cancer Modifier","standard"
1633327,"From initial search","AJCC/UICC 7th post therapy clinical Stage 1C","Measurement","Cancer Modifier","standard"
1633366,"From initial search","AJCC/UICC 7th clinical Stage 1C","Measurement","Cancer Modifier","standard"
1633383,"From initial search","AJCC/UICC post therapy pathological Stage 1E","Measurement","Cancer Modifier","standard"
1633403,"From initial search","AJCC/UICC 6th clinical Stage 1B1","Measurement","Cancer Modifier","standard"
1633442,"From initial search","AJCC/UICC 7th post therapy pathological Stage 1B1","Measurement","Cancer Modifier","standard"
1633452,"From initial search","AJCC/UICC 8th pathological Stage 1A","Measurement","Cancer Modifier","standard"
1633472,"From initial search","AJCC/UICC 8th post therapy clinical Stage 1A","Measurement","Cancer Modifier","standard"
1633479,"From initial search","AJCC/UICC 8th post therapy clinical Stage 1B1","Measurement","Cancer Modifier","standard"
1633505,"From initial search","AJCC/UICC post therapy pathological Stage 1s","Measurement","Cancer Modifier","standard"
1633511,"From initial search","AJCC/UICC post therapy clinical Stage 1A","Measurement","Cancer Modifier","standard"
1633516,"From initial search","AJCC/UICC 8th Stage 1A","Measurement","Cancer Modifier","standard"
1633526,"From initial search","AJCC/UICC 8th Stage 1B1","Measurement","Cancer Modifier","standard"
1633537,"From initial search","AJCC/UICC 7th pathological Stage 1C","Measurement","Cancer Modifier","standard"
1633544,"From initial search","Stage 1A","Measurement","Cancer Modifier","standard"
1633565,"From initial search","AJCC/UICC Stage 1A1","Measurement","Cancer Modifier","standard"
1633568,"From initial search","AJCC/UICC pathological Stage 1E","Measurement","Cancer Modifier","standard"
1633576,"From initial search","AJCC/UICC post therapy clinical Stage 1B","Measurement","Cancer Modifier","standard"
1633588,"From initial search","AJCC/UICC 6th post therapy pathological Stage 1A","Measurement","Cancer Modifier","standard"
1633591,"From initial search","AJCC/UICC pathological Stage 1C","Measurement","Cancer Modifier","standard"
1633594,"From initial search","AJCC/UICC 7th pathological Stage 1A","Measurement","Cancer Modifier","standard"
1633617,"From initial search","AJCC/UICC 7th Stage 1B1","Measurement","Cancer Modifier","standard"
1633618,"From initial search","AJCC/UICC clinical Stage 1B","Measurement","Cancer Modifier","standard"
1633624,"From initial search","AJCC/UICC 8th pathological Stage 1A1","Measurement","Cancer Modifier","standard"
1633633,"From initial search","Stage 1S","Measurement","Cancer Modifier","standard"
1633664,"From initial search","AJCC/UICC post therapy pathological Stage 1A","Measurement","Cancer Modifier","standard"
1633669,"From initial search","AJCC/UICC 7th Stage 1A","Measurement","Cancer Modifier","standard"
1633681,"From initial search","AJCC/UICC 7th post therapy pathological Stage 1E","Measurement","Cancer Modifier","standard"
1633683,"From initial search","AJCC/UICC 7th post therapy clinical Stage 1B","Measurement","Cancer Modifier","standard"
1633698,"From initial search","AJCC/UICC 8th clinical Stage 1s","Measurement","Cancer Modifier","standard"
1633701,"From initial search","AJCC/UICC Stage 1E","Measurement","Cancer Modifier","standard"
1633727,"From initial search","AJCC/UICC post therapy clinical Stage 1C","Measurement","Cancer Modifier","standard"
1633734,"From initial search","AJCC/UICC 6th Stage 1A1","Measurement","Cancer Modifier","standard"
1633744,"From initial search","AJCC/UICC 8th pathological Stage 1E","Measurement","Cancer Modifier","standard"
1633768,"From initial search","AJCC/UICC 7th post therapy clinical Stage 1B1","Measurement","Cancer Modifier","standard"
1633769,"From initial search","AJCC/UICC 7th post therapy pathological Stage 1","Measurement","Cancer Modifier","standard"
1633772,"From initial search","AJCC/UICC 7th post therapy pathological Stage 1B","Measurement","Cancer Modifier","standard"
1633789,"From initial search","AJCC/UICC 6th post therapy pathological Stage 1E","Measurement","Cancer Modifier","standard"
1633843,"From initial search","Stage 1A1","Measurement","Cancer Modifier","standard"
1633846,"From initial search","AJCC/UICC 8th post therapy clinical Stage 1E","Measurement","Cancer Modifier","standard"
1633856,"From initial search","AJCC/UICC 6th clinical Stage 1C","Measurement","Cancer Modifier","standard"
1633857,"From initial search","AJCC/UICC 8th post therapy pathological Stage 1A1","Measurement","Cancer Modifier","standard"
1633869,"From initial search","AJCC/UICC pathological Stage 1B","Measurement","Cancer Modifier","standard"
1633891,"From initial search","AJCC/UICC pathological Stage 1A","Measurement","Cancer Modifier","standard"
1633897,"From initial search","AJCC/UICC 6th clinical Stage 1B","Measurement","Cancer Modifier","standard"
1633905,"From initial search","AJCC/UICC 6th clinical Stage 1","Measurement","Cancer Modifier","standard"
1633906,"From initial search","AJCC/UICC 7th post therapy pathological Stage 1A","Measurement","Cancer Modifier","standard"
1633908,"From initial search","Stage 1ES","Measurement","Cancer Modifier","standard"
1633950,"From initial search","Stage 1C1","Measurement","Cancer Modifier","standard"
1633960,"From initial search","AJCC/UICC 7th post therapy clinical Stage 1E","Measurement","Cancer Modifier","standard"
1633967,"From initial search","AJCC/UICC 7th post therapy clinical Stage 1s","Measurement","Cancer Modifier","standard"
1633968,"From initial search","AJCC/UICC 8th Stage 1C","Measurement","Cancer Modifier","standard"
1633970,"From initial search","AJCC/UICC 8th clinical Stage 1A1","Measurement","Cancer Modifier","standard"
1633988,"From initial search","AJCC/UICC 7th post therapy pathological Stage 1C","Measurement","Cancer Modifier","standard"
1633998,"From initial search","AJCC/UICC post therapy clinical Stage 1E","Measurement","Cancer Modifier","standard"
1634013,"From initial search","AJCC/UICC 8th post therapy pathological Stage 1","Measurement","Cancer Modifier","standard"
1634014,"From initial search","AJCC/UICC 8th post therapy clinical Stage 1","Measurement","Cancer Modifier","standard"
1634019,"From initial search","AJCC/UICC Stage 1B1","Measurement","Cancer Modifier","standard"
1634027,"From initial search","AJCC/UICC 6th Stage 1A","Measurement","Cancer Modifier","standard"
1634060,"From initial search","AJCC/UICC 8th pathological Stage 1B","Measurement","Cancer Modifier","standard"
1634065,"From initial search","AJCC/UICC 7th post therapy pathological Stage 1s","Measurement","Cancer Modifier","standard"
1634066,"From initial search","AJCC/UICC 8th clinical Stage 1A","Measurement","Cancer Modifier","standard"
1634079,"From initial search","AJCC/UICC 6th pathological Stage 1C","Measurement","Cancer Modifier","standard"
1634109,"From initial search","AJCC/UICC 6th post therapy clinical Stage 1C","Measurement","Cancer Modifier","standard"
1634129,"From initial search","AJCC/UICC 8th post therapy pathological Stage 1C","Measurement","Cancer Modifier","standard"
1634160,"From initial search","AJCC/UICC 8th clinical Stage 1B","Measurement","Cancer Modifier","standard"
1634168,"From initial search","AJCC/UICC post therapy pathological Stage 1A1","Measurement","Cancer Modifier","standard"
1634205,"From initial search","AJCC/UICC 6th clinical Stage 1A","Measurement","Cancer Modifier","standard"
1634252,"From initial search","AJCC/UICC pathological Stage 1","Measurement","Cancer Modifier","standard"
1634289,"From initial search","AJCC/UICC 7th post therapy pathological Stage 1A1","Measurement","Cancer Modifier","standard"
1634294,"From initial search","AJCC/UICC 7th clinical Stage 1B1","Measurement","Cancer Modifier","standard"
1634302,"From initial search","AJCC/UICC 8th pathological Stage 1s","Measurement","Cancer Modifier","standard"
1634349,"From initial search","AJCC/UICC 6th clinical Stage 1s","Measurement","Cancer Modifier","standard"
1634354,"From initial search","AJCC/UICC 6th pathological Stage 1E","Measurement","Cancer Modifier","standard"
1634357,"From initial search","AJCC/UICC 7th pathological Stage 1s","Measurement","Cancer Modifier","standard"
1634361,"From initial search","AJCC/UICC 8th post therapy pathological Stage 1E","Measurement","Cancer Modifier","standard"
1634413,"From initial search","AJCC/UICC 7th pathological Stage 1A1","Measurement","Cancer Modifier","standard"
1634416,"From initial search","AJCC/UICC post therapy pathological Stage 1C","Measurement","Cancer Modifier","standard"
1634419,"From initial search","AJCC/UICC 7th Stage 1E","Measurement","Cancer Modifier","standard"
1634457,"From initial search","AJCC/UICC 7th clinical Stage 1","Measurement","Cancer Modifier","standard"
1634467,"From initial search","AJCC/UICC post therapy clinical Stage 1","Measurement","Cancer Modifier","standard"
1634468,"From initial search","AJCC/UICC 7th clinical Stage 1A1","Measurement","Cancer Modifier","standard"
1634470,"From initial search","AJCC/UICC 7th Stage 1C","Measurement","Cancer Modifier","standard"
1634474,"From initial search","AJCC/UICC 6th Stage 1E","Measurement","Cancer Modifier","standard"
1634483,"From initial search","AJCC/UICC 7th post therapy clinical Stage 1A","Measurement","Cancer Modifier","standard"
1634494,"From initial search","AJCC/UICC Stage 1B","Measurement","Cancer Modifier","standard"
1634512,"From initial search","AJCC/UICC 8th clinical Stage 1B1","Measurement","Cancer Modifier","standard"
1634544,"From initial search","AJCC/UICC 8th post therapy pathological Stage 1A","Measurement","Cancer Modifier","standard"
1634567,"From initial search","Stage 1C","Measurement","Cancer Modifier","standard"
1634580,"From initial search","AJCC/UICC 7th post therapy clinical Stage 1","Measurement","Cancer Modifier","standard"
1634593,"From initial search","AJCC/UICC 6th clinical Stage 1E","Measurement","Cancer Modifier","standard"
1634604,"From initial search","AJCC/UICC 6th Stage 1B","Measurement","Cancer Modifier","standard"
1634629,"From initial search","AJCC/UICC pathological Stage 1s","Measurement","Cancer Modifier","standard"
1634639,"From initial search","AJCC/UICC 6th post therapy clinical Stage 1A1","Measurement","Cancer Modifier","standard"
1634670,"From initial search","AJCC/UICC 6th post therapy pathological Stage 1B1","Measurement","Cancer Modifier","standard"
1634671,"From initial search","AJCC/UICC clinical Stage 1A","Measurement","Cancer Modifier","standard"
1634672,"From initial search","AJCC/UICC 8th pathological Stage 1C","Measurement","Cancer Modifier","standard"
1634673,"From initial search","AJCC/UICC 7th post therapy clinical Stage 1A1","Measurement","Cancer Modifier","standard"
1634690,"From initial search","AJCC/UICC 7th Stage 1A1","Measurement","Cancer Modifier","standard"
1634698,"From initial search","AJCC/UICC 8th Stage 1B","Measurement","Cancer Modifier","standard"
1634719,"From initial search","AJCC/UICC pathological Stage 1A1","Measurement","Cancer Modifier","standard"
1634738,"From initial search","Stage L1","Measurement","Cancer Modifier","standard"
1634747,"From initial search","AJCC/UICC 8th pathological Stage 1B1","Measurement","Cancer Modifier","standard"
1634751,"From initial search","AJCC/UICC 7th pathological Stage 1E","Measurement","Cancer Modifier","standard"
1634761,"From initial search","AJCC/UICC 8th clinical Stage 1E","Measurement","Cancer Modifier","standard"
1634762,"From initial search","Stage B1","Measurement","Cancer Modifier","standard"
1634769,"From initial search","AJCC/UICC 6th post therapy clinical Stage 1","Measurement","Cancer Modifier","standard"
1634771,"From initial search","Masaoka_Koga Stage 1","Measurement","Cancer Modifier","standard"
1634799,"From initial search","AJCC/UICC 8th pathological Stage 1","Measurement","Cancer Modifier","standard"
1634813,"From initial search","AJCC/UICC clinical Stage 1C","Measurement","Cancer Modifier","standard"
1634814,"From initial search","AJCC/UICC 6th clinical Stage 1A1","Measurement","Cancer Modifier","standard"
