"concept_id","found_from","concept_name","domain_id","vocabulary_id","standard_concept"
4094854,"From initial search","Malignant tumor of cervical part of esophagus","Condition","SNOMED","standard"
4094855,"From initial search","Malignant tumor of upper third of esophagus","Condition","SNOMED","standard"
4095316,"From initial search","Malignant tumor of abdominal part of esophagus","Condition","SNOMED","standard"
4181343,"From initial search","Malignant tumor of esophagus","Condition","SNOMED","standard"
36558063,"From initial search","Malignant Spitz tumor of overlapping lesion of esophagus","Condition","ICDO3","standard"
4201480,"From initial search","Local recurrence of malignant tumor of esophagus","Condition","SNOMED","standard"
36542915,"From initial search","Malignant Spitz tumor of thoracic esophagus","Condition","ICDO3","standard"
36544911,"From initial search","Malignant Spitz tumor of lower third of esophagus","Condition","ICDO3","standard"
36521559,"From initial search","Malignant Spitz tumor of middle third of esophagus","Condition","ICDO3","standard"
36523417,"From initial search","Malignant Spitz tumor of upper third of esophagus","Condition","ICDO3","standard"
36523838,"From initial search","Malignant Spitz tumor of abdominal esophagus","Condition","ICDO3","standard"
42512176,"From initial search","Glomus tumor, malignant of esophagus, NOS","Condition","ICDO3","standard"
606309,"From initial search","Malignant tumor of esophagus with NRG1 fusion","Condition","SNOMED","standard"
4116239,"From initial search","Malignant tumor of esophagus, stomach and duodenum","Condition","SNOMED","standard"
36534811,"From initial search","Malignant Spitz tumor of esophagus, NOS","Condition","ICDO3","standard"
36536508,"From initial search","Malignant Spitz tumor of cervical esophagus","Condition","ICDO3","standard"
4089656,"From initial search","Malignant tumor of lower third of esophagus","Condition","SNOMED","standard"
4092059,"From initial search","Malignant tumor of thoracic part of esophagus","Condition","SNOMED","standard"
4092060,"From initial search","Malignant tumor of middle third of esophagus","Condition","SNOMED","standard"
25748,"From initial search","Overlapping malignant neoplasm of esophagus","Condition","SNOMED","standard"
26638,"From initial search","Primary malignant neoplasm of esophagus","Condition","SNOMED","standard"
135476,"From initial search","Primary malignant neoplasm of thoracic esophagus","Condition","SNOMED","standard"
193138,"From initial search","Primary malignant neoplasm of lower third of esophagus","Condition","SNOMED","standard"
193971,"From initial search","Primary malignant neoplasm of abdominal esophagus","Condition","SNOMED","standard"
432260,"From initial search","Primary malignant neoplasm of upper third of esophagus","Condition","SNOMED","standard"
437805,"From initial search","Primary malignant neoplasm of middle third of esophagus","Condition","SNOMED","standard"
441224,"From initial search","Primary malignant neoplasm of cervical esophagus","Condition","SNOMED","standard"
608068,"From initial search","Malignant mesenchymal neoplasm of esophagus","Condition","SNOMED","standard"
36566363,"From initial search","Neoplasm, malignant of overlapping lesion of esophagus","Condition","ICDO3","standard"
4111799,"From descendants","Carcinoma of cervical part of esophagus","Condition","SNOMED","standard"
36518899,"From descendants","Papillary adenocarcinoma, NOS, of cervical esophagus","Condition","ICDO3","standard"
36521014,"From descendants","Carcinoma, diffuse type of cervical esophagus","Condition","ICDO3","standard"
36521174,"From descendants","Squamous cell carcinoma, spindle cell of cervical esophagus","Condition","ICDO3","standard"
36523591,"From descendants","Papillary carcinoma, NOS, of cervical esophagus","Condition","ICDO3","standard"
36523656,"From descendants","Squamous cell carcinoma, microinvasive of cervical esophagus","Condition","ICDO3","standard"
36523873,"From descendants","Metaplastic carcinoma, NOS, of cervical esophagus","Condition","ICDO3","standard"
36524239,"From descendants","Spindle cell carcinoma, NOS, of cervical esophagus","Condition","ICDO3","standard"
36524723,"From descendants","Basaloid squamous cell carcinoma of cervical esophagus","Condition","ICDO3","standard"
36525149,"From descendants","Polygonal cell carcinoma of cervical esophagus","Condition","ICDO3","standard"
36527050,"From descendants","Basal cell adenocarcinoma of cervical esophagus","Condition","ICDO3","standard"
36528185,"From descendants","Adenosquamous carcinoma of cervical esophagus","Condition","ICDO3","standard"
36529319,"From descendants","Adenocarcinoma with apocrine metaplasia of cervical esophagus","Condition","ICDO3","standard"
36531017,"From descendants","Adenocarcinoma with mixed subtypes of cervical esophagus","Condition","ICDO3","standard"
36531491,"From descendants","Squamous cell carcinoma, adenoid of cervical esophagus","Condition","ICDO3","standard"
36532054,"From descendants","Malignant mastocytosis of cervical esophagus","Condition","ICDO3","standard"
36533992,"From descendants","Adenoid cystic carcinoma of cervical esophagus","Condition","ICDO3","standard"
36536682,"From descendants","Adenocarcinoma with squamous metaplasia of cervical esophagus","Condition","ICDO3","standard"
36538091,"From descendants","Carcinoma, anaplastic, NOS, of cervical esophagus","Condition","ICDO3","standard"
36538985,"From descendants","Glassy cell carcinoma of cervical esophagus","Condition","ICDO3","standard"
36539650,"From descendants","Mucoepidermoid carcinoma of cervical esophagus","Condition","ICDO3","standard"
36540646,"From descendants","Gastrointestinal stromal tumor of cervical esophagus","Condition","ICDO3","standard"
36542604,"From descendants","Epithelioma, malignant of cervical esophagus","Condition","ICDO3","standard"
36544225,"From descendants","Villous adenocarcinoma of cervical esophagus","Condition","ICDO3","standard"
36545808,"From descendants","Papillary squamous cell carcinoma of cervical esophagus","Condition","ICDO3","standard"
36550149,"From descendants","Large cell carcinoma, NOS, of cervical esophagus","Condition","ICDO3","standard"
36551367,"From descendants","Pleomorphic carcinoma of cervical esophagus","Condition","ICDO3","standard"
36555125,"From descendants","Myoepithelial carcinoma of cervical esophagus","Condition","ICDO3","standard"
36559038,"From descendants","Scirrhous adenocarcinoma of cervical esophagus","Condition","ICDO3","standard"
36560729,"From descendants","Carcinoma, undifferentiated, NOS, of cervical esophagus","Condition","ICDO3","standard"
36561183,"From descendants","Epithelial-myoepithelial carcinoma of cervical esophagus","Condition","ICDO3","standard"
36563282,"From descendants","Cribriform carcinoma, NOS, of cervical esophagus","Condition","ICDO3","standard"
36563610,"From descendants","Small cell carcinoma, fusiform cell of cervical esophagus","Condition","ICDO3","standard"
36564852,"From descendants","Mucinous adenocarcinoma of cervical esophagus","Condition","ICDO3","standard"
36565013,"From descendants","Adenocarcinoma in villous adenoma of cervical esophagus","Condition","ICDO3","standard"
36565164,"From descendants","Adenocarcinoma in tubulovillous adenoma of cervical esophagus","Condition","ICDO3","standard"
36565241,"From descendants","Mucin-producing adenocarcinoma of cervical esophagus","Condition","ICDO3","standard"
36566138,"From descendants","Superficial spreading adenocarcinoma of cervical esophagus","Condition","ICDO3","standard"
36566291,"From descendants","Malignant histiocytosis of cervical esophagus","Condition","ICDO3","standard"
36567311,"From descendants","Adenocarcinoma with cartilaginous and osseous metaplasia of cervical esophagus","Condition","ICDO3","standard"
44499624,"From descendants","Small cell carcinoma, NOS, of cervical esophagus","Condition","ICDO3","standard"
44500582,"From descendants","Verrucous carcinoma, NOS, of cervical esophagus","Condition","ICDO3","standard"
44500870,"From descendants","Adenocarcinoma, NOS, of cervical esophagus","Condition","ICDO3","standard"
44501511,"From descendants","Squamous cell carcinoma, NOS, of cervical esophagus","Condition","ICDO3","standard"
44504592,"From descendants","Carcinoma, NOS, of cervical esophagus","Condition","ICDO3","standard"
4112605,"From descendants","Carcinoma of upper third of esophagus","Condition","SNOMED","standard"
