"concept_id","found_from","concept_name","domain_id","vocabulary_id","standard_concept"
4114222,"From initial search","Malignant tumor of head and neck","Condition","SNOMED","standard"
436045,"From initial search","Malignant neoplasm of lip, oral cavity and pharynx","Condition","SNOMED","standard"
444224,"From initial search","Overlapping malignant neoplasm of lip, oral cavity and pharynx","Condition","SNOMED","standard"
36541777,"From initial search","Neoplasm, malignant of overlapping lesion of lip, oral cavity and pharynx","Condition","ICDO3","standard"
22557,"From descendants","Malignant tumor of submandibular gland","Condition","SNOMED","standard"
22839,"From descendants","Overlapping malignant neoplasm of larynx","Condition","SNOMED","standard"
24296,"From descendants","Primary malignant neoplasm of pituitary gland","Condition","SNOMED","standard"
25189,"From descendants","Malignant tumor of oral cavity","Condition","SNOMED","standard"
26052,"From descendants","Primary malignant neoplasm of larynx","Condition","SNOMED","standard"
26361,"From descendants","Primary malignant neoplasm of pineal gland","Condition","SNOMED","standard"
27235,"From descendants","Primary malignant neoplasm of carotid body","Condition","SNOMED","standard"
28083,"From descendants","Primary malignant neoplasm of pharynx","Condition","SNOMED","standard"
28356,"From descendants","Overlapping malignant neoplasm of major salivary gland","Condition","SNOMED","standard"
30346,"From descendants","Primary malignant neoplasm of neck","Condition","SNOMED","standard"
31509,"From descendants","Primary malignant neoplasm of tonsil","Condition","SNOMED","standard"
132258,"From descendants","Primary malignant neoplasm of frontal sinus","Condition","SNOMED","standard"
132565,"From descendants","Primary malignant neoplasm of vermilion border of lower lip","Condition","SNOMED","standard"
132832,"From descendants","Primary malignant neoplasm of inner aspect of lip","Condition","SNOMED","standard"
133511,"From descendants","Lethal midline granuloma","Condition","SNOMED","standard"
133710,"From descendants","Overlapping malignant neoplasm of lip","Condition","SNOMED","standard"
133969,"From descendants","Primary malignant neoplasm of vermilion border of lip","Condition","SNOMED","standard"
134290,"From descendants","Primary malignant neoplasm of palate","Condition","SNOMED","standard"
134579,"From descendants","Primary malignant neoplasm of buccal mucosa","Condition","SNOMED","standard"
135750,"From descendants","Primary malignant neoplasm of floor of mouth","Condition","SNOMED","standard"
136639,"From descendants","Primary malignant neoplasm of sphenoidal sinus","Condition","SNOMED","standard"
137219,"From descendants","Primary malignant neoplasm of inner aspect of lower lip","Condition","SNOMED","standard"
137800,"From descendants","Primary malignant neoplasm of maxillary sinus","Condition","SNOMED","standard"
138074,"From descendants","Primary malignant neoplasm of vermilion border of upper lip","Condition","SNOMED","standard"
138351,"From descendants","Primary malignant neoplasm of inner aspect of upper lip","Condition","SNOMED","standard"
138976,"From descendants","Malignant neoplasm of overlapping lesion of lip","Condition","SNOMED","non-standard"
140046,"From descendants","Primary malignant neoplasm of ethmoidal sinus","Condition","SNOMED","standard"
140950,"From descendants","Primary malignant neoplasm of gum","Condition","SNOMED","standard"
140955,"From descendants","Overlapping malignant neoplasm of floor of mouth","Condition","SNOMED","standard"
252840,"From descendants","Primary malignant neoplasm of upper respiratory tract","Condition","SNOMED","standard"
253977,"From descendants","Overlapping malignant neoplasm of accessory sinuses","Condition","SNOMED","standard"
