"concept_id","found_from","concept_name","domain_id","vocabulary_id","standard_concept"
196653,"From initial search","Malignant tumor of kidney","Condition","SNOMED","standard"
4201483,"From initial search","Local recurrence of malignant tumor of kidney","Condition","SNOMED","standard"
36551290,"From initial search","Solitary fibrous tumor, malignant of kidney, NOS","Condition","ICDO3","standard"
4091485,"From initial search","Malignant tumor of kidney parenchyma","Condition","SNOMED","standard"
37017321,"From initial search","Malignant carcinoid tumor of kidney","Condition","SNOMED","standard"
42512204,"From initial search","Malignant peripheral nerve sheath tumor, NOS, of kidney, NOS","Condition","ICDO3","standard"
609274,"From initial search","Renal granular cell carcinoma","Condition","SNOMED","standard"
36541223,"From initial search","Glassy cell carcinoma of adrenal gland, NOS","Condition","ICDO3","standard"
36545579,"From initial search","Granular cell carcinoma of medulla of adrenal gland","Condition","ICDO3","standard"
36560797,"From initial search","Large cell carcinoma, NOS, of medulla of adrenal gland","Condition","ICDO3","standard"
36560885,"From initial search","Spindle cell carcinoma, NOS, of renal pelvis","Condition","ICDO3","standard"
36562274,"From initial search","Large cell carcinoma, NOS, of renal pelvis","Condition","ICDO3","standard"
36562818,"From initial search","Basal cell adenocarcinoma of medulla of adrenal gland","Condition","ICDO3","standard"
36564657,"From initial search","Papillary squamous cell carcinoma, non-invasive of renal pelvis","Condition","ICDO3","standard"
36528513,"From initial search","Glassy cell carcinoma of renal pelvis","Condition","ICDO3","standard"
36531181,"From initial search","Mixed cell adenocarcinoma of adrenal gland, NOS","Condition","ICDO3","standard"
36532386,"From initial search","Large cell carcinoma, NOS, of adrenal gland, NOS","Condition","ICDO3","standard"
36533550,"From initial search","Mixed cell adenocarcinoma of renal pelvis","Condition","ICDO3","standard"
36567595,"From initial search","Polygonal cell carcinoma of renal pelvis","Condition","ICDO3","standard"
42512121,"From initial search","Small cell carcinoma, NOS, of adrenal gland, NOS","Condition","ICDO3","standard"
42512619,"From initial search","Merkel cell carcinoma of adrenal gland, NOS","Condition","ICDO3","standard"
36519392,"From initial search","Squamous cell carcinoma, microinvasive of renal pelvis","Condition","ICDO3","standard"
36520574,"From initial search","Papillary squamous cell carcinoma of renal pelvis","Condition","ICDO3","standard"
36548986,"From initial search","Clear cell adenocarcinoma, NOS, of medulla of adrenal gland","Condition","ICDO3","standard"
37116670,"From initial search","Chromophobe renal cell carcinoma","Condition","SNOMED","standard"
37116731,"From initial search","Papillary renal cell carcinoma","Condition","SNOMED","standard"
37116954,"From initial search","Clear cell papillary renal cell carcinoma","Condition","SNOMED","standard"
44501084,"From initial search","Clear cell adenocarcinoma, NOS, of renal pelvis","Condition","ICDO3","standard"
44501347,"From initial search","Clear cell adenocarcinoma, NOS, of adrenal gland, NOS","Condition","ICDO3","standard"
44501562,"From initial search","Squamous cell carcinoma, NOS, of adrenal gland, NOS","Condition","ICDO3","standard"
44501775,"From initial search","Squamous cell carcinoma, NOS, of renal pelvis","Condition","ICDO3","standard"
44501928,"From initial search","Small cell carcinoma, NOS, of renal pelvis","Condition","ICDO3","standard"
36521379,"From initial search","Basal cell adenocarcinoma of renal pelvis","Condition","ICDO3","standard"
