"concept_id","found_from","concept_name","domain_id","vocabulary_id","standard_concept"
192261,"From initial search","Overlapping malignant neoplasm of pancreas","Condition","SNOMED","standard"
199754,"From initial search","Primary malignant neoplasm of pancreas","Condition","SNOMED","standard"
432843,"From initial search","Primary malignant neoplasm of tail of pancreas","Condition","SNOMED","standard"
434293,"From initial search","Primary malignant neoplasm of body of pancreas","Condition","SNOMED","standard"
440649,"From initial search","Primary malignant neoplasm of head of pancreas","Condition","SNOMED","standard"
601133,"From initial search","Primary malignant neoplasm of neck of pancreas","Condition","SNOMED","standard"
609180,"From initial search","Primary malignant gastrointestinal stromal neoplasm of pancreas","Condition","SNOMED","standard"
37395837,"From initial search","Familial malignant neoplasm of pancreas","Condition","SNOMED","standard"
44500046,"From initial search","Neoplasm, malignant of other specified parts of pancreas","Condition","ICDO3","standard"
36529877,"From initial search","Neoplasm, malignant of overlapping lesion of pancreas","Condition","ICDO3","standard"
765387,"From initial search","Malignant carcinoid tumor of pancreas","Condition","SNOMED","standard"
4111024,"From initial search","Malignant tumor of exocrine pancreas","Condition","SNOMED","standard"
4112734,"From initial search","Malignant tumor of endocrine pancreas","Condition","SNOMED","standard"
4201481,"From initial search","Local recurrence of malignant tumor of pancreas","Condition","SNOMED","standard"
4092072,"From initial search","Malignant tumor of body of pancreas","Condition","SNOMED","standard"
4095436,"From initial search","Malignant tumor of tail of pancreas","Condition","SNOMED","standard"
4178967,"From initial search","Malignant tumor of head of pancreas","Condition","SNOMED","standard"
4180793,"From initial search","Malignant tumor of pancreas","Condition","SNOMED","standard"
25486,"From descendants","Primary malignant neoplasm of islets of Langerhans","Condition","SNOMED","standard"
433423,"From descendants","Primary malignant neoplasm of pancreatic duct","Condition","SNOMED","standard"
441225,"From descendants","Primary malignant neoplasm of ampulla of Vater","Condition","SNOMED","standard"
602008,"From descendants","Primary adenocarcinoma of neck of pancreas","Condition","SNOMED","standard"
602009,"From descendants","Primary adenocarcinoma of pancreatic duct","Condition","SNOMED","standard"
602011,"From descendants","Primary adenocarcinoma of tail of pancreas","Condition","SNOMED","standard"
606747,"From descendants","Infiltrating duct carcinoma of pancreas","Condition","SNOMED","standard"
3172662,"From descendants","Pancreatic cancer secreting somatostatin","Condition","Nebraska Lexicon","standard"
3655584,"From descendants","Mucinous cystic neoplasm with invasive carcinoma of pancreas","Condition","SNOMED","standard"
4110585,"From descendants","Carcinoma of endocrine pancreas","Condition","SNOMED","standard"
4115272,"From descendants","Carcinoma of ampulla of Vater","Condition","SNOMED","standard"
4157459,"From descendants","Carcinoma of pancreas","Condition","SNOMED","standard"
4178960,"From descendants","Carcinoma of tail of pancreas","Condition","SNOMED","standard"
4181331,"From descendants","Carcinoma of body of pancreas","Condition","SNOMED","standard"
4209933,"From descendants","Carcinoma of head of pancreas","Condition","SNOMED","standard"
4340498,"From descendants","Cystadenocarcinoma of pancreas","Condition","SNOMED","standard"
36403058,"From descendants","Adenocarcinoma in situ, intestinal type (C16._) of head of pancreas","Condition","ICDO3","standard"
36517192,"From descendants","Squamous cell carcinoma, adenoid of body of pancreas","Condition","ICDO3","standard"
36517321,"From descendants","Infiltrating duct carcinoma, NOS, of overlapping lesion of pancreas","Condition","ICDO3","standard"
36517631,"From descendants","Mucinous adenocarcinoma of overlapping lesion of pancreas","Condition","ICDO3","standard"
