"concept_id","found_from","concept_name","domain_id","vocabulary_id","standard_concept"
764469,"From initial search","Episodic dependence on cigarette smoking","Condition","SNOMED","standard"
765451,"From initial search","Continuous dependence on cigarette smoking","Condition","SNOMED","standard"
37018706,"From initial search","At risk from passive smoking","Condition","SNOMED","standard"
4263877,"From initial search","Smokers' cough","Condition","SNOMED","standard"
4028286,"From initial search","Smoker's respiratory syndrome","Condition","SNOMED","standard"
4030580,"From initial search","Non-smoker's second hand smoke syndrome","Condition","SNOMED","standard"
4126918,"From initial search","Smokers keratosis","Condition","SNOMED","standard"
46270550,"From initial search","Smoker's melanosis","Condition","SNOMED","standard"
437264,"From initial search","Tobacco dependence syndrome","Condition","SNOMED","standard"
440612,"From initial search","Toxic effect of tobacco and nicotine","Condition","SNOMED","standard"
602340,"From initial search","Tobacco dependence caused by cigarettes in remission","Condition","SNOMED","standard"
619068,"From initial search","Nondependent abuse of tobacco","Condition","SNOMED","standard"
4070519,"From initial search","Fetal or neonatal effect of maternal use of tobacco","Condition","SNOMED","standard"
4148163,"From initial search","Tobacco amblyopia","Condition","SNOMED","standard"
4150993,"From initial search","Tobacco related optic neuropathy","Condition","SNOMED","standard"
44799960,"From initial search","Asthma trigger - tobacco smoke","Condition","SNOMED","standard"
3655996,"From initial search","Tobacco dependence with current use","Condition","SNOMED","standard"
4103417,"From initial search","Tobacco dependence, episodic","Condition","SNOMED","standard"
4103418,"From initial search","Tobacco dependence in remission","Condition","SNOMED","standard"
764468,"From initial search","Continuous dependence on chewing tobacco","Condition","SNOMED","standard"
764471,"From initial search","Episodic dependence on chewing tobacco","Condition","SNOMED","standard"
4099811,"From initial search","Tobacco dependence, continuous","Condition","SNOMED","standard"
4315821,"From initial search","Tobacco deposit on teeth","Condition","SNOMED","standard"
4317149,"From initial search","Smokeless tobacco keratosis","Condition","SNOMED","standard"
37109020,"From initial search","Neonatal exposure to tobacco smoke","Condition","SNOMED","standard"
37109023,"From initial search","Tobacco dependence caused by cigarettes","Condition","SNOMED","standard"
37109024,"From initial search","Tobacco dependence caused by chewing tobacco","Condition","SNOMED","standard"
37109192,"From initial search","Toxic effect of secondary tobacco exposure","Condition","SNOMED","standard"
435449,"From initial search","Accidental poisoning by carbon monoxide from incomplete combustion of piped gas","Condition","SNOMED","standard"
439217,"From initial search","Accidental poisoning by gas distributed by pipeline","Condition","SNOMED","standard"
439443,"From initial search","Injury undetermined whether accidentally or purposely inflicted, poisoning by gas distributed by pipeline","Condition","SNOMED","standard"
439556,"From initial search","Suicide and selfinflicted poisoning by gas distributed by pipeline","Condition","SNOMED","standard"
439648,"From initial search","Accidental poisoning by piped natural gas","Condition","SNOMED","standard"
606506,"From initial search","Poisoning caused by piperazine and piperazine derivative","Condition","SNOMED","standard"
606507,"From initial search","Accidental piperazine and piperazine derivative poisoning","Condition","SNOMED","standard"
606508,"From initial search","Intentional piperazine and piperazine derivative poisoning","Condition","SNOMED","standard"
4038707,"From initial search","Smokes drugs through a pipe","Condition","SNOMED","standard"
4174786,"From initial search","Diphenylbutylpiperidine overdose","Condition","SNOMED","standard"
4176520,"From initial search","Piperazine overdose","Condition","SNOMED","standard"
4310358,"From initial search","Accidental poisoning by liquefied petroleum gas distributed through pipes","Condition","SNOMED","standard"
4313110,"From initial search","Accidental poisoning by spiperone","Condition","SNOMED","standard"
4028040,"From initial search","Pipecolic acidemia","Condition","SNOMED","standard"
4161215,"From initial search","Intentional piperacillin poisoning","Condition","SNOMED","standard"
4162614,"From initial search","Piperacillin poisoning","Condition","SNOMED","standard"
4162615,"From initial search","Accidental piperacillin poisoning","Condition","SNOMED","standard"
4345477,"From initial search","Symmer's pipe-stem fibrosis","Condition","SNOMED","standard"
4062540,"From initial search","Spiperone poisoning","Condition","SNOMED","standard"
4154775,"From initial search","Arterial wall pipe stem","Condition","SNOMED","standard"
4159784,"From initial search","Diphenylbutylpiperidine poisoning","Condition","SNOMED","standard"
4327504,"From initial search","Lead pipe muscle rigidity","Condition","SNOMED","standard"
4055211,"From initial search","Pipestem portal cirrhosis","Condition","SNOMED","standard"
4177915,"From initial search","Intentional piperazine overdose","Condition","SNOMED","standard"
4179132,"From initial search","Accidental piperazine overdose","Condition","SNOMED","standard"
605779,"From initial search","Ex-electronic cigarette user for less than 1 year","Condition","SNOMED","standard"
605780,"From initial search","Never used electronic cigarette","Condition","SNOMED","standard"
605781,"From initial search","Trying to give up using electronic cigarette","Condition","SNOMED","standard"
605782,"From initial search","Ex-electronic cigarette user for more than 1 year","Condition","SNOMED","standard"
607001,"From initial search","Injury of lung due to e-cigarette use","Condition","SNOMED","standard"
4038706,"From initial search","Smokes drugs in cigarette form","Condition","SNOMED","standard"
44811943,"From initial search","Ex user of electronic cigarette","Condition","SNOMED","standard"
4021969,"From initial search","Drops unextinguished cigarettes","Condition","SNOMED","standard"
4022245,"From initial search","Hides lit cigarettes in pockets","Condition","SNOMED","standard"
37203948,"From initial search","Nicotine-filled electronic cigarette user","Condition","SNOMED","standard"
37206386,"From initial search","Non-nicotine-filled electronic cigarette user","Condition","SNOMED","standard"
4055128,"From initial search","Self injury by cigarette burn","Condition","SNOMED","standard"
4170964,"From initial search","Cigarette burn","Condition","SNOMED","standard"
36716478,"From initial search","Electronic cigarette user","Condition","SNOMED","standard"
764470,"From descendants","Episodic dependence on snuff use","Condition","SNOMED","standard"
765685,"From descendants","Continuous dependence on snuff use","Condition","SNOMED","standard"
4059427,"From descendants","Hydroxyzine poisoning","Condition","SNOMED","standard"
4094492,"From descendants","Accidental razoxane poisoning","Condition","SNOMED","standard"
4094775,"From descendants","Nefazodone poisoning","Condition","SNOMED","standard"
4094798,"From descendants","Razoxane poisoning","Condition","SNOMED","standard"
4095225,"From descendants","Intentional nefazodone poisoning","Condition","SNOMED","standard"
4096439,"From descendants","Intentional razoxane poisoning","Condition","SNOMED","standard"
4096595,"From descendants","Accidental nefazodone poisoning","Condition","SNOMED","standard"
4157041,"From descendants","Accidental buspirone poisoning","Condition","SNOMED","standard"
4157043,"From descendants","Accidental clozapine poisoning","Condition","SNOMED","standard"
4157044,"From descendants","Intentional clozapine poisoning","Condition","SNOMED","standard"
4157064,"From descendants","Accidental zuclopenthixol poisoning","Condition","SNOMED","standard"
4157067,"From descendants","Intentional oxypertine poisoning","Condition","SNOMED","standard"
4159200,"From descendants","Buspirone poisoning","Condition","SNOMED","standard"
4159201,"From descendants","Intentional buspirone poisoning","Condition","SNOMED","standard"
4159339,"From descendants","Clozapine poisoning","Condition","SNOMED","standard"
4159354,"From descendants","Zuclopenthixol decanoate poisoning","Condition","SNOMED","standard"
4159357,"From descendants","Accidental oxypertine poisoning","Condition","SNOMED","standard"
4159790,"From descendants","Accidental thiethylperazine poisoning","Condition","SNOMED","standard"
4159791,"From descendants","Intentional thiethylperazine poisoning","Condition","SNOMED","standard"
4159799,"From descendants","Accidental zuclopenthixol decanoate poisoning","Condition","SNOMED","standard"
4159800,"From descendants","Intentional zuclopenthixol decanoate poisoning","Condition","SNOMED","standard"
4159801,"From descendants","Zuclopenthixol poisoning","Condition","SNOMED","standard"
4159802,"From descendants","Intentional zuclopenthixol poisoning","Condition","SNOMED","standard"
4162018,"From descendants","Thiethylperazine poisoning","Condition","SNOMED","standard"
4162030,"From descendants","Oxypertine poisoning","Condition","SNOMED","standard"
4168439,"From descendants","Accidental razoxane overdose","Condition","SNOMED","standard"
4169996,"From descendants","Nefazodone overdose","Condition","SNOMED","standard"
4170183,"From descendants","Intentional clozapine overdose","Condition","SNOMED","standard"
4171656,"From descendants","Accidental thiethylperazine overdose","Condition","SNOMED","standard"
4171657,"From descendants","Intentional thiethylperazine overdose","Condition","SNOMED","standard"
4171785,"From descendants","Oxypertine overdose","Condition","SNOMED","standard"
4171786,"From descendants","Accidental oxypertine overdose","Condition","SNOMED","standard"
4171940,"From descendants","Hydroxyzine overdose","Condition","SNOMED","standard"
4171941,"From descendants","Intentional hydroxyzine overdose","Condition","SNOMED","standard"
4172884,"From descendants","Intentional razoxane overdose","Condition","SNOMED","standard"
4173064,"From descendants","Accidental nefazodone overdose","Condition","SNOMED","standard"
4173065,"From descendants","Intentional nefazodone overdose","Condition","SNOMED","standard"
4174775,"From descendants","Buspirone overdose","Condition","SNOMED","standard"
4174776,"From descendants","Intentional buspirone overdose","Condition","SNOMED","standard"
4174792,"From descendants","Thiethylperazine overdose","Condition","SNOMED","standard"
4174802,"From descendants","Intentional oxypertine overdose","Condition","SNOMED","standard"
4175078,"From descendants","Accidental hydroxyzine overdose","Condition","SNOMED","standard"
4176083,"From descendants","Accidental clozapine overdose","Condition","SNOMED","standard"
4176972,"From descendants","Razoxane overdose","Condition","SNOMED","standard"
4178700,"From descendants","Accidental buspirone overdose","Condition","SNOMED","standard"
4178704,"From descendants","Clozapine overdose","Condition","SNOMED","standard"
4178840,"From descendants","Zuclopenthixol decanoate overdose","Condition","SNOMED","standard"
4178841,"From descendants","Accidental zuclopenthixol decanoate overdose","Condition","SNOMED","standard"
4178842,"From descendants","Intentional zuclopenthixol decanoate overdose","Condition","SNOMED","standard"
