"concept_id","found_from","concept_name","domain_id","vocabulary_id","standard_concept"
193422,"From initial search","Primary malignant neoplasm of body of stomach","Condition","SNOMED","standard"
196044,"From initial search","Primary malignant neoplasm of stomach","Condition","SNOMED","standard"
197803,"From initial search","Overlapping malignant neoplasm of stomach","Condition","SNOMED","standard"
432838,"From initial search","Primary malignant neoplasm of cardia of stomach","Condition","SNOMED","standard"
434292,"From initial search","Primary malignant neoplasm of lesser curvature of stomach","Condition","SNOMED","standard"
435751,"From initial search","Primary malignant neoplasm of fundus of stomach","Condition","SNOMED","standard"
437224,"From initial search","Primary malignant neoplasm of greater curvature of stomach","Condition","SNOMED","standard"
36558017,"From initial search","Neoplasm, malignant of overlapping lesion of stomach","Condition","ICDO3","standard"
4089658,"From initial search","Malignant neoplasm of cardio-esophageal junction of stomach","Condition","SNOMED","standard"
35610176,"From initial search","Malignant neoplasm of prepylorus of stomach","Condition","SNOMED","standard"
35610248,"From initial search","Malignant neoplasm of posterior wall of stomach","Condition","SNOMED","standard"
35610249,"From initial search","Malignant neoplasm of anterior wall of stomach","Condition","SNOMED","standard"
4094857,"From initial search","Malignant neoplasm of cardiac orifice of stomach","Condition","SNOMED","standard"
4094859,"From initial search","Malignant neoplasm of pyloric canal of stomach","Condition","SNOMED","standard"
36715865,"From initial search","Primary malignant mesenchymal neoplasm of stomach","Condition","SNOMED","standard"
443387,"From initial search","Malignant tumor of stomach","Condition","SNOMED","standard"
46271647,"From initial search","Malignant carcinoid tumor of stomach","Condition","SNOMED","standard"
4116239,"From initial search","Malignant tumor of esophagus, stomach and duodenum","Condition","SNOMED","standard"
4200887,"From initial search","Local recurrence of malignant tumor of stomach","Condition","SNOMED","standard"
4095319,"From initial search","Malignant tumor of fundus of stomach","Condition","SNOMED","standard"
4095320,"From initial search","Malignant tumor of body of stomach","Condition","SNOMED","standard"
4149837,"From initial search","Malignant tumor of lesser curve of stomach","Condition","SNOMED","standard"
4149838,"From initial search","Malignant tumor of greater curve of stomach","Condition","SNOMED","standard"
4115266,"From descendants","Carcinoma of body of stomach","Condition","SNOMED","standard"
36403077,"From descendants","Adenocarcinoma in situ in familial polyp. coli of body of stomach","Condition","ICDO3","standard"
36403083,"From descendants","Adenocarc. in situ in mult. adenomatous polyps of body of stomach","Condition","ICDO3","standard"
36519552,"From descendants","Carcinoma simplex of body of stomach","Condition","ICDO3","standard"
36521764,"From descendants","Medullary carcinoma, NOS, of body of stomach","Condition","ICDO3","standard"
36522130,"From descendants","Malignant histiocytosis of body of stomach","Condition","ICDO3","standard"
36524716,"From descendants","Epithelial-myoepithelial carcinoma of body of stomach","Condition","ICDO3","standard"
36525765,"From descendants","Adenocarcinoma with apocrine metaplasia of body of stomach","Condition","ICDO3","standard"
36531310,"From descendants","Solid carcinoma, NOS, of body of stomach","Condition","ICDO3","standard"
36531913,"From descendants","Metaplastic carcinoma, NOS, of body of stomach","Condition","ICDO3","standard"
36536432,"From descendants","Carcinoma, undifferentiated, NOS, of body of stomach","Condition","ICDO3","standard"
36536853,"From descendants","Verrucous carcinoma, NOS, of body of stomach","Condition","ICDO3","standard"
