"concept_id","found_from","concept_name","domain_id","vocabulary_id","standard_concept"
192847,"From initial search","Primary malignant neoplasm of isthmus of uterus","Condition","SNOMED","standard"
197230,"From initial search","Malignant neoplasm of uterus","Condition","SNOMED","standard"
198082,"From initial search","Overlapping malignant neoplasm of body of uterus","Condition","SNOMED","standard"
441520,"From initial search","Primary malignant neoplasm of round ligament of uterus","Condition","SNOMED","standard"
4156113,"From initial search","Malignant neoplasm of body of uterus","Condition","SNOMED","standard"
4162860,"From initial search","Primary malignant neoplasm of body of uterus","Condition","SNOMED","standard"
4264425,"From initial search","Uterus and adnexae involved by direct extension of malignant neoplasm","Condition","SNOMED","standard"
45770892,"From initial search","Primary malignant neoplasm of uterus","Condition","SNOMED","standard"
40486213,"From initial search","Malignant neoplasm of broad ligament of uterus","Condition","SNOMED","standard"
36517931,"From descendants","Mucinous adenocarcinoma of isthmus uteri","Condition","ICDO3","standard"
36519982,"From descendants","High grade serous carcinoma of isthmus uteri","Condition","ICDO3","standard"
36522269,"From descendants","Cystadenocarcinoma, NOS, of isthmus uteri","Condition","ICDO3","standard"
36524049,"From descendants","Adenocarcinoma with apocrine metaplasia of isthmus uteri","Condition","ICDO3","standard"
36524210,"From descendants","Trophoblastic tumor, epithelioid of isthmus uteri","Condition","ICDO3","standard"
36524445,"From descendants","Papillary urothelial carcinoma of isthmus uteri","Condition","ICDO3","standard"
36524508,"From descendants","Endometrioid adenofibroma, malignant of isthmus uteri","Condition","ICDO3","standard"
36525050,"From descendants","Mesonephroma, malignant of isthmus uteri","Condition","ICDO3","standard"
36525092,"From descendants","Malignant mastocytosis of isthmus uteri","Condition","ICDO3","standard"
36526708,"From descendants","Epithelioma, malignant of isthmus uteri","Condition","ICDO3","standard"
36527263,"From descendants","Endometrioid adenocarcinoma, secretory variant of isthmus uteri","Condition","ICDO3","standard"
36528360,"From descendants","Adenocarcinoma with squamous metaplasia of isthmus uteri","Condition","ICDO3","standard"
36530061,"From descendants","Malignant histiocytosis of isthmus uteri","Condition","ICDO3","standard"
36531581,"From descendants","Medullary carcinoma, NOS, of isthmus uteri","Condition","ICDO3","standard"
36532935,"From descendants","Carcinoma, undifferentiated, NOS, of isthmus uteri","Condition","ICDO3","standard"
36533044,"From descendants","Carcinoma, anaplastic, NOS, of isthmus uteri","Condition","ICDO3","standard"
36533188,"From descendants","Hepatoid adenocarcinoma of isthmus uteri","Condition","ICDO3","standard"
36533917,"From descendants","Adenocarcinoma with cartilaginous and osseous metaplasia of isthmus uteri","Condition","ICDO3","standard"
36537723,"From descendants","Solid carcinoma, NOS, of isthmus uteri","Condition","ICDO3","standard"
36538167,"From descendants","Epithelial-myoepithelial carcinoma of isthmus uteri","Condition","ICDO3","standard"
36538297,"From descendants","Basaloid carcinoma of isthmus uteri","Condition","ICDO3","standard"
36544104,"From descendants","Tubular adenocarcinoma of isthmus uteri","Condition","ICDO3","standard"
36544455,"From descendants","Villous adenocarcinoma of isthmus uteri","Condition","ICDO3","standard"
36546287,"From descendants","Adenocarcinoma in villous adenoma of isthmus uteri","Condition","ICDO3","standard"
36546331,"From descendants","Mullerian mixed tumor of isthmus uteri","Condition","ICDO3","standard"
36547216,"From descendants","Serous carcinoma, NOS, of isthmus uteri","Condition","ICDO3","standard"
36547801,"From descendants","Myoepithelial carcinoma of isthmus uteri","Condition","ICDO3","standard"
36547872,"From descendants","Superficial spreading adenocarcinoma of isthmus uteri","Condition","ICDO3","standard"
36549003,"From descendants","Verrucous carcinoma, NOS, of isthmus uteri","Condition","ICDO3","standard"
36549573,"From descendants","Pleomorphic carcinoma of isthmus uteri","Condition","ICDO3","standard"
36549749,"From descendants","Carcinoma simplex of isthmus uteri","Condition","ICDO3","standard"
36551087,"From descendants","Adenocarcinoma in adenomatous polyp of isthmus uteri","Condition","ICDO3","standard"
36552779,"From descendants","Schneiderian carcinoma of isthmus uteri","Condition","ICDO3","standard"
36552983,"From descendants","Adenosquamous carcinoma of isthmus uteri","Condition","ICDO3","standard"
36553804,"From descendants","Metaplastic carcinoma, NOS, of isthmus uteri","Condition","ICDO3","standard"
36555071,"From descendants","Mesodermal mixed tumor of isthmus uteri","Condition","ICDO3","standard"
36555633,"From descendants","Papillary carcinoma, NOS, of isthmus uteri","Condition","ICDO3","standard"
36558183,"From descendants","Cloacogenic carcinoma of isthmus uteri","Condition","ICDO3","standard"
36558325,"From descendants","Scirrhous adenocarcinoma of isthmus uteri","Condition","ICDO3","standard"
36560169,"From descendants","Urothelial carcinoma, micropapillary of isthmus uteri","Condition","ICDO3","standard"
36560790,"From descendants","Low grade serous carcinoma of isthmus uteri","Condition","ICDO3","standard"
36564467,"From descendants","Adenocarcinoma with mixed subtypes of isthmus uteri","Condition","ICDO3","standard"
36564954,"From descendants","Adenocarcinoma in tubulovillous adenoma of isthmus uteri","Condition","ICDO3","standard"
36565596,"From descendants","Solitary fibrous tumor, malignant of isthmus uteri","Condition","ICDO3","standard"
36565624,"From descendants","Mucinous carcinoma, gastric type of isthmus uteri","Condition","ICDO3","standard"
36565695,"From descendants","Carcinofibroma of isthmus uteri","Condition","ICDO3","standard"
36565833,"From descendants","Mucin-producing adenocarcinoma of isthmus uteri","Condition","ICDO3","standard"
36566300,"From descendants","Carcinoma, NOS, of isthmus uteri","Condition","ICDO3","standard"
44501348,"From descendants","Endometrioid adenocarcinoma, NOS, of isthmus uteri","Condition","ICDO3","standard"
44502272,"From descendants","Adenocarcinoma, NOS, of isthmus uteri","Condition","ICDO3","standard"
44502823,"From descendants","Papillary adenocarcinoma, NOS, of isthmus uteri","Condition","ICDO3","standard"
194286,"From descendants","Malignant neoplasm of corpus uteri, excluding isthmus","Condition","SNOMED","standard"
196359,"From descendants","Primary malignant neoplasm of uterine cervix","Condition","SNOMED","standard"
198984,"From descendants","Malignant tumor of cervix","Condition","SNOMED","standard"
436358,"From descendants","Primary malignant neoplasm of exocervix","Condition","SNOMED","standard"
441805,"From descendants","Primary malignant neoplasm of endocervix","Condition","SNOMED","standard"
608062,"From descendants","Peripheral neuroectodermal neoplasm of corpus uteri","Condition","SNOMED","standard"
608065,"From descendants","Peripheral neuroectodermal neoplasm of cervix uteri","Condition","SNOMED","standard"
608066,"From descendants","Malignant mixed MÃƒÂ¼llerian neoplasm of corpus uteri","Condition","SNOMED","standard"
4003682,"From descendants","Overlapping malignant neoplasm of uterine cervix","Condition","SNOMED","standard"
4003683,"From descendants","Primary malignant neoplasm of fundus uteri","Condition","SNOMED","standard"
4047649,"From descendants","Endocervical adenocarcinoma","Condition","SNOMED","standard"
4048226,"From descendants","Adenocarcinoma of endometrium","Condition","SNOMED","standard"
