"concept_id","found_from","concept_name","domain_id","vocabulary_id","standard_concept"
73153,"From initial search","Malignant neoplasm of lateral wall of urinary bladder","Condition","SNOMED","standard"
75756,"From initial search","Malignant neoplasm of posterior wall of urinary bladder","Condition","SNOMED","standard"
76924,"From initial search","Primary malignant neoplasm of ureteric orifice of urinary bladder","Condition","SNOMED","standard"
77812,"From initial search","Malignant neoplasm of anterior wall of urinary bladder","Condition","SNOMED","standard"
196360,"From initial search","Primary malignant neoplasm of bladder","Condition","SNOMED","standard"
197806,"From initial search","Primary malignant neoplasm of gallbladder","Condition","SNOMED","standard"
435484,"From initial search","Primary malignant neoplasm of trigone of urinary bladder","Condition","SNOMED","standard"
436923,"From initial search","Primary malignant neoplasm of urinary bladder neck","Condition","SNOMED","standard"
4095168,"From initial search","Malignant neoplasm, overlapping lesion of bladder","Condition","SNOMED","standard"
42709931,"From initial search","Primary malignant neoplasm of dome of urinary bladder","Condition","SNOMED","standard"
45765513,"From initial search","Malignant neoplasm of augmented bladder","Condition","SNOMED","standard"
36524538,"From initial search","Papillary urothelial neoplasm of low malignant potential of trigone of bladder","Condition","ICDO3","standard"
36525581,"From initial search","Papillary urothelial neoplasm of low malignant potential of bladder neck","Condition","ICDO3","standard"
36527516,"From initial search","Papillary urothelial neoplasm of low malignant potential of posterior wall of bladder","Condition","ICDO3","standard"
36556328,"From initial search","Papillary urothelial neoplasm of low malignant potential of dome of bladder","Condition","ICDO3","standard"
3655606,"From initial search","Malignant mesenchymal neoplasm of gallbladder","Condition","SNOMED","standard"
4162117,"From initial search","Primary malignant neoplasm of apex of urinary bladder","Condition","SNOMED","standard"
36540587,"From initial search","Papillary urothelial neoplasm of low malignant potential of overlapping lesion of bladder","Condition","ICDO3","standard"
40649300,"From initial search","Primary malignant neoplasm of anterior wall of urinary bladder","Condition","SNOMED","standard"
40650072,"From initial search","Primary malignant neoplasm of lateral wall of urinary bladder","Condition","SNOMED","standard"
40650479,"From initial search","Primary malignant neoplasm of posterior wall of urinary bladder","Condition","SNOMED","standard"
4230394,"From initial search","Metastatic malignant neoplasm to apex of urinary bladder","Condition","SNOMED","standard"
4230395,"From initial search","Metastatic malignant neoplasm to dome of urinary bladder","Condition","SNOMED","standard"
36519209,"From initial search","Papillary urothelial neoplasm of low malignant potential of bladder, NOS","Condition","ICDO3","standard"
36549621,"From initial search","Papillary urothelial neoplasm of low malignant potential of anterior wall of bladder","Condition","ICDO3","standard"
36549901,"From initial search","Papillary urothelial neoplasm of low malignant potential of lateral wall of bladder","Condition","ICDO3","standard"
36553051,"From initial search","Neoplasm, malignant of overlapping lesion of bladder","Condition","ICDO3","standard"
36521297,"From descendants","Malignant histiocytosis of lateral wall of bladder","Condition","ICDO3","standard"
36524118,"From descendants","Lymphoepithelial carcinoma of lateral wall of bladder","Condition","ICDO3","standard"
36525075,"From descendants","Mucin-producing adenocarcinoma of lateral wall of bladder","Condition","ICDO3","standard"
36527960,"From descendants","Malignant mastocytosis of lateral wall of bladder","Condition","ICDO3","standard"
36528682,"From descendants","Basaloid carcinoma of lateral wall of bladder","Condition","ICDO3","standard"
36529229,"From descendants","Cloacogenic carcinoma of lateral wall of bladder","Condition","ICDO3","standard"
36530413,"From descendants","Mullerian mixed tumor of lateral wall of bladder","Condition","ICDO3","standard"
36534757,"From descendants","Superficial spreading adenocarcinoma of lateral wall of bladder","Condition","ICDO3","standard"
36535335,"From descendants","Mesodermal mixed tumor of lateral wall of bladder","Condition","ICDO3","standard"
36535351,"From descendants","Adenocarcinoma with mixed subtypes of lateral wall of bladder","Condition","ICDO3","standard"
36536170,"From descendants","Adenocarcinoma in villous adenoma of lateral wall of bladder","Condition","ICDO3","standard"
36537260,"From descendants","Pleomorphic carcinoma of lateral wall of bladder","Condition","ICDO3","standard"
36540227,"From descendants","Papillary adenocarcinoma, NOS, of lateral wall of bladder","Condition","ICDO3","standard"
36541444,"From descendants","Hepatoid adenocarcinoma of lateral wall of bladder","Condition","ICDO3","standard"
36542961,"From descendants","Carcinoma, undifferentiated, NOS, of lateral wall of bladder","Condition","ICDO3","standard"
36544268,"From descendants","Myoepithelial carcinoma of lateral wall of bladder","Condition","ICDO3","standard"
36546693,"From descendants","Carcinoma, anaplastic, NOS, of lateral wall of bladder","Condition","ICDO3","standard"
36549496,"From descendants","Scirrhous adenocarcinoma of lateral wall of bladder","Condition","ICDO3","standard"
36554148,"From descendants","Epithelioma, malignant of lateral wall of bladder","Condition","ICDO3","standard"
36554578,"From descendants","Solid carcinoma, NOS, of lateral wall of bladder","Condition","ICDO3","standard"
36554861,"From descendants","Schneiderian carcinoma of lateral wall of bladder","Condition","ICDO3","standard"
36556149,"From descendants","Medullary carcinoma, NOS, of lateral wall of bladder","Condition","ICDO3","standard"
36561307,"From descendants","Metaplastic carcinoma, NOS, of lateral wall of bladder","Condition","ICDO3","standard"
36562113,"From descendants","Verrucous carcinoma, NOS, of lateral wall of bladder","Condition","ICDO3","standard"
36562885,"From descendants","Malignant fibrous histiocytoma of lateral wall of bladder","Condition","ICDO3","standard"
36563720,"From descendants","Carcinoma simplex of lateral wall of bladder","Condition","ICDO3","standard"
36567900,"From descendants","Solitary fibrous tumor, malignant of lateral wall of bladder","Condition","ICDO3","standard"
44499823,"From descendants","Paraganglioma, NOS, of lateral wall of bladder","Condition","ICDO3","standard"
44499969,"From descendants","Mucinous adenocarcinoma of lateral wall of bladder","Condition","ICDO3","standard"
44500589,"From descendants","Papillary urothelial carcinoma of lateral wall of bladder","Condition","ICDO3","standard"
44502090,"From descendants","Urothelial carcinoma, micropapillary of lateral wall of bladder","Condition","ICDO3","standard"
44502170,"From descendants","Adenocarcinoma, NOS, of lateral wall of bladder","Condition","ICDO3","standard"
44502678,"From descendants","Carcinoma, NOS, of lateral wall of bladder","Condition","ICDO3","standard"
44503005,"From descendants","Papillary carcinoma, NOS, of lateral wall of bladder","Condition","ICDO3","standard"
36518794,"From descendants","Papillary adenocarcinoma, NOS, of posterior wall of bladder","Condition","ICDO3","standard"
36519852,"From descendants","Epithelioma, malignant of posterior wall of bladder","Condition","ICDO3","standard"
36521092,"From descendants","Schneiderian carcinoma of posterior wall of bladder","Condition","ICDO3","standard"
36521804,"From descendants","Verrucous carcinoma, NOS, of posterior wall of bladder","Condition","ICDO3","standard"
36523047,"From descendants","Cloacogenic carcinoma of posterior wall of bladder","Condition","ICDO3","standard"
